month,flow_z,fr_sign,fr_trend_z,fr_z,mom_z,supply_z,vol_z
2023-05,0.06745052859853619,-0.04506193520176818,-0.016240579217294698,0.033244310767947864,-0.006912442396313374,-0.05708864190837625,-0.059629981024667926
2023-06,0.0115266106442577,0.07055752260332565,0.047358665915482843,0.02402916670579289,-0.05217787114845938,-0.032528011204481795,-0.09018907563025211
2023-07,-0.030075901328273247,0.10930404549192949,0.08522286894579839,0.1071013059834451,0.010626185958254266,-0.0007590132827324415,-0.06309297912713473
2023-08,0.0019932421185791765,-0.0011509713007020427,-0.058124605690644524,-0.02269547667295947,-0.08850577582476114,-0.012866606744565402,-0.0021472086287825814
2023-09,0.028372893016855857,0.05230401000778355,0.007044554886306486,0.038722543641579635,-0.015115239078087381,0.014570863433092534,0.018391812865497074
2023-10,0.07079796264855688,-0.09816757980228034,-0.028152025102310956,-0.09433744205869742,-0.0644029428409734,0.005659309564233167,-0.05715902659875496
2023-11,-0.03977640178878569,0.11487548268100685,0.04493244835571273,0.05436197684751795,-0.11165118679050567,0.015992432060543522,-0.054038527691778464
2023-12,-0.03239618654479336,0.31557642080208576,-0.03632467733666168,-0.025038787012423864,-0.06391567153177061,0.05681655118187626,-0.09756548233328419
2024-01,-0.041177948057700024,0.12124157262705865,0.06762123570034302,0.010004593111821237,-0.16369359584093476,0.0022540093699760064,-0.08440293005879482
2024-02,-0.04624102605469066,-0.043233510040927604,0.0476537220811512,0.02536506589859654,-0.027972493345164155,0.019662015003629914,-0.05802411873840446
2024-03,-0.062069452286843595,0.11249426064331439,0.01461443093684298,0.0060021086769412105,-0.10013108010002421,0.026544728563362114,-0.04642453819472453
2024-04,0.03960635637654273,0.11337739853433763,0.05740906433908636,0.04284392369958152,-0.02020650157296121,0.026538678712591763,-0.003831572154553518
2024-05,0.005774029616946878,0.10687984005491487,0.011893810544026384,0.04276323041504257,0.01775923935811734,-0.03943461867725543,-0.02315076228119707
2024-06,0.10010540184453227,0.07526037302077933,0.11945605146185258,0.09733295072427392,0.07490118577075099,0.11541690193864108,-0.2014549218897045
2024-07,-0.03276078759949728,-0.0038070551674710563,0.034430092485743385,0.04923238608791005,-0.047004608294930875,0.02651864264767491,-0.05458734813573522
2024-08,0.021810167392215085,-0.017287635669139174,0.01692868959752777,0.00145096319228495,-0.08761589042093952,0.014653649296005544,-0.15464381340959182
2024-09,-0.04927442123094297,0.020274170153212773,0.051998296334662825,0.05325577170551565,-0.146759457933371,0.010857331074722372,-0.06426105778279691
2024-10,-0.03237847532922122,-0.0032765922135420946,0.05243664639340166,0.05401986819379969,-0.08466985359078368,-0.05678185184191325,-0.08089466416874978
2024-11,-0.057758301065308854,0.1627475116796977,-0.0413774280199475,-0.028651151020022306,-0.024188541240821555,0.03542440929482086,-0.08977686847820329
2024-12,0.02471748541730896,0.022350317008761625,0.02499031233810017,0.013909946560264858,-0.07668674503031357,-0.05024311398951786,-0.0717281155332184
2025-01,-0.06430588254823867,0.010742304249875618,0.0387991853806856,0.05015392287499956,0.017371747494072682,-0.03247687088076833,-0.16964193593020982
2025-02,-0.01314081166569314,0.05620682044182191,0.0686992922996288,0.026342165110536157,-0.06378353317336073,0.010831067112545561,-0.12385238468158241
2025-03,-0.022668811594806118,0.03825709280962717,0.09172738086801348,0.045959928649082105,-0.04711776395275877,0.047343339018598114,-0.0931255208874582
2025-04,-0.013642175980226013,0.02186904574186462,0.04113199639519915,0.010116596668138468,-0.021360459607080672,0.023203231116710354,-0.10415730513639705
2025-05,-0.048986703506559405,0.031339407446214315,0.02367602378284829,0.03500104238239436,-0.11027893586384621,0.023169912411702957,-0.059644463870311734
2025-06,0.0027615473956937365,0.04905172556736059,0.0886054304366361,0.08928190837191585,0.0009456803359242381,-0.03834628785848298,-0.07097829000268027
2025-07,-0.07088057862763734,-0.0056941706809259,0.05432683588210312,0.029811624741426842,-0.04217661558246705,-0.01164323846976218,-0.06532940190287456
2025-08,-0.02932083838958312,-0.03838680369850306,0.004869112965619424,-0.021088530474961353,-0.05676359247747622,-0.07726766556144662,-0.0751188980885587
2025-09,-0.0770298507920553,0.042924920958612944,-0.01691919609592324,-0.02846632201436331,-0.08720293607761415,0.03140003652354883,-0.05548021822608682
2025-10,-0.04663299909953908,0.03882447277126737,0.04819079805563081,0.049503982635975365,-0.08023524102742344,0.056511654642951305,-0.04394108541942837
2025-11,0.026339051547145817,0.025144256776413063,0.03138402731080906,0.010755102024631726,0.005306835958915404,-0.001212734726134336,-0.0810759249070448
2025-12,0.0016297704709453621,0.013071370821469582,-0.031102587540672865,-0.03207481767517227,-0.02271111689016112,0.010316349159623652,-0.04047941954966363
2026-01,0.029129695616226872,-0.01142770003531462,0.014749893649570443,-0.0039539523885426175,-0.09790569944826623,-0.013604953469911609,-0.08953910400073865
2026-02,0.01112754183195094,0.03934580201340049,0.027376979750812606,0.040904773909768787,-0.03562591945731192,-0.011815461621693191,-0.04295465983902569
